基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立以来,手续费
206009,鹏华新兴产业混合,2020-12-31,4.1640,4.5410,1.91,2.87,4.65,-0.57,9.03,64.85,137.40,97.90,64.85,389.6764,0.15%
519997,长信银利精选混合,2020-12-31,1.5222,3.6708,1.76,2.87,4.42,8.36,26.25,49.86,101.42,70.93,49.86,720.6628,0.15%
210004,金鹰稳健成长混合,2020-12-31,2.1510,2.8810,1.56,2.87,11.39,16.71,27.43,68.97,137.94,61.73,68.97,261.0996,0.15%
000942,广发信息技术联接A,2020-12-31,1.2894,1.2894,1.76,2.87,-0.96,-1.33,-1.41,19.78,82.71,25.40,19.78,28.94,0.12%
519133,海富通改革驱动混合,2020-12-31,2.3620,2.8070,1.90,2.87,3.96,14.15,35.01,89.17,229.39,138.58,89.17,208.7362,0.15%
002974,广发信息技术联接C,2020-12-31,1.2802,1.2802,1.76,2.87,-0.97,-1.38,-1.51,19.54,81.95,24.64,19.54,11.6713,0.00%
000273,华润元大安鑫灵活配置混合A,2020-12-31,1.7963,2.5183,1.31,2.87,3.98,10.46,26.14,31.37,69.94,20.64,31.37,173.7467,0.12%
004448,博时汇智回报灵活配置混合,2020-12-31,2.5776,2.5776,2.50,2.87,10.38,10.89,17.92,63.66,120.50,120.61,63.66,157.76,0.15%
005082,诺德量化蓝筹增强混合A,2020-12-31,1.1052,1.1052,1.39,2.87,2.01,8.42,19.33,19.84,34.22,10.49,19.84,10.4869,0.10%
005094,万家臻选混合,2020-12-31,2.2532,2.2532,2.20,2.87,14.06,36.33,56.04,95.15,189.13,125,95.15,125.32,0.15%
005948,德邦民裕进取量化混合C,2020-12-31,1.5372,1.5372,1.58,2.87,1.56,7.15,24.37,34.83,84.85,,34.83,53.72,0.00%
006343,中金MSCI低波动A,2020-12-31,1.4842,1.4842,1.11,2.87,2.80,7.18,16.49,18.50,52.10,,18.50,48.42,0.10%
005674,诺德消费升级混合,2020-12-31,1.6186,1.6186,1.41,2.87,0.27,4.56,15.59,40.43,73.74,,40.43,61.8438,0.15%
006344,中金MSCI低波动C,2020-12-31,1.4801,1.4801,1.11,2.87,2.78,7.11,16.34,18.20,51.43,,18.20,48.01,0.00%
006781,汇丰晋信港股通精选股票,2020-12-31,1.1953,1.1953,1.14,2.87,4.37,13.34,13.02,13.30,,,13.30,19.53,0.15%
006818,安信盈利驱动股票A,2020-12-31,1.6670,1.6670,1.70,2.87,-3.81,6.46,31.15,37.45,,,37.45,66.70,0.15%
007178,浙商中华预期高股息A,2020-12-31,0.9554,0.9554,1.80,2.87,-0.66,7.46,4.61,-9.89,,,-9.89,-4.46,0.12%
519029,华夏稳增混合,2020-12-31,2.5910,3.3960,2.25,2.86,7.82,6.58,9.28,40.13,104.98,50.81,40.13,394.1447,0.15%
000948,华夏沪港通恒生ETF联接A,2020-12-31,1.2515,1.2515,0.32,2.86,3.11,12.34,4.28,-4.75,7.37,-1.22,-4.75,25.15,0.12%
050004,博时精选混合A,2020-12-31,2.3232,4.1029,0.95,2.86,-1.19,4.25,4.28,22.23,65.63,32.88,22.23,625.0425,0.15%
161834,银华鑫锐灵活配置混合(LOF),2020-12-31,1.5480,1.5480,1.78,2.86,1.04,13.82,35.91,79.17,105.58,66.09,79.17,54.80,0.15%
001027,前海开源中证大农业指数增强,2020-12-31,1.4040,1.4040,0.93,2.86,5.72,4.93,17.39,47.79,115.67,75.94,47.79,40.40,0.12%
003641,长盛盛丰灵活配置混合A,2020-12-31,1.3266,1.3976,0.97,2.86,5.48,5.66,13.60,21.72,35.67,30.07,21.72,41.9589,0.08%
003642,长盛盛丰灵活配置混合C,2020-12-31,1.3071,1.3551,0.96,2.86,5.45,5.61,13.48,21.46,34.63,28.64,21.46,36.9386,0.00%
002003,工银新机遇灵活配置混合A,2020-12-31,1.4770,1.4770,1.51,2.86,5.50,12.92,28.88,48.74,92.57,46.82,48.74,47.70,0.15%
005083,诺德量化蓝筹增强混合C,2020-12-31,1.1008,1.1008,1.38,2.86,2,8.39,19.28,19.74,33.98,10.05,19.74,10.0470,0.00%
006819,安信盈利驱动股票C,2020-12-31,1.6548,1.6548,1.70,2.86,-3.85,6.36,30.88,36.91,,,36.91,65.48,0.00%
007137,鹏扬元合量化大盘A,2020-12-31,1.5370,1.5370,1.31,2.86,9.72,26.68,39.70,43.82,,,43.82,53.70,0.15%
007632,华润元大安鑫灵活配置混合C,2020-12-31,1.7882,2.5102,1.31,2.86,3.97,10.40,26.02,31.10,,,31.10,46.6820,0.00%
009999,东方中国红利混合,2020-12-31,1.0370,1.0370,1.33,2.86,4.04,3.70,,,,,,3.70,0.15%
001117,中欧精选定期开放混合A,2020-12-31,1.9150,1.9150,0.10,2.85,6.21,19.09,32.07,58.26,157.05,100.10,58.26,91.50,0.15%
000458,英大领先回报混合发起式,2020-12-31,1.2726,1.9326,1.81,2.85,3.78,7.63,9.22,33.54,68.18,38.24,33.54,123.4373,0.12%
002004,工银新机遇灵活配置混合C,2020-12-31,1.4440,1.4440,1.55,2.85,5.48,12.72,28.47,47.80,90.50,44.11,47.80,44.40,0.00%
005734,华夏沪港通恒生ETF联接C,2020-12-31,1.2413,1.2413,0.32,2.85,3.07,12.25,4.12,-5.04,6.71,,-5.04,-2.5591,0.00%
007138,鹏扬元合量化大盘C,2020-12-31,1.4970,1.4970,1.31,2.85,9.65,26.43,39.14,42.67,,,42.67,49.70,0.00%
161219,国投瑞银新兴产业混合,2020-12-31,2.6440,3.6980,1.77,2.84,1.58,-1.60,6.10,51.78,137.13,99.40,51.78,490.4688,0.15%
163111,申万菱信中小板指数(LOF)A,2020-12-31,1.5092,2.3081,1.78,2.84,5.43,10.25,20.58,45.30,103.18,33.04,45.30,104.7960,0.12%
121006,国投瑞银稳健增长混合,2020-12-31,2.7160,3.8120,1.76,2.84,1.68,-1.49,9.69,57.72,126.90,96.10,57.72,505.1699,0.15%
005270,太平改革红利精选混合,2020-12-31,1.6853,1.6853,1.52,2.84,5.59,14.72,28.26,64.31,114.33,68.16,64.31,68.5131,0.15%
006381,华夏恒生ETF联接C,2020-12-31,1.4502,1.4502,0.12,2.84,2.24,10.56,3.41,-7.32,3.67,,-7.32,-2.0201,0.00%
006658,财通中证香港红利等权指数A,2020-12-31,0.9064,0.9064,0.82,2.84,-0.38,5.15,-0.56,-14.59,,,-14.59,-9.36,0.12%
005418,申万菱信量化驱动混合,2020-12-31,1.5175,1.5175,1.93,2.84,5.39,7.57,20.97,51.93,99.17,,51.93,51.75,0.15%
000071,华夏恒生ETF联接A,2020-12-31,1.4591,1.4591,0.12,2.83,2.26,10.64,3.56,-7.05,4.33,-4.99,-7.05,45.91,0.12%
003169,长盛盛辉混合A,2020-12-31,1.6338,1.6338,1.07,2.83,8.99,12.28,24.71,41.82,75.89,49.36,41.82,63.38,0.08%
001651,工银新蓝筹股票,2020-12-31,2.5770,2.5770,1.26,2.83,3.37,15.77,40.97,62.18,123.50,86.06,62.18,157.70,0.15%
004836,中融鑫价值混合A,2020-12-31,1.1245,1.1245,1.11,2.83,-3.32,4.49,10.51,9.11,31.37,,9.11,12.4388,0.15%
006218,富国生物医药科技混合,2020-12-31,2.2267,2.2267,1.12,2.83,16.47,8.50,14.60,86.46,,,86.46,122.67,0.15%
006659,财通中证香港红利等权指数C,2020-12-31,0.9018,0.9018,0.83,2.83,-0.40,5.08,-0.70,-14.85,,,-14.85,-9.82,0.00%
007783,大成MSCI价值100ETF联接C,2020-12-31,1.3660,1.3660,1.13,2.83,2.34,8.29,22.61,31.56,,,31.56,36.60,0.00%
007799,申万菱信中小板指数C,2020-12-31,1.7167,1.7167,1.78,2.83,5.40,10.16,20.40,44.86,,,44.86,71.67,0.00%
007782,大成MSCI价值100ETF联接A,2020-12-31,1.3678,1.3678,1.12,2.83,2.34,8.31,22.67,31.70,,,31.70,36.78,0.12%
005368,富国清洁能源产业混合,2020-12-31,1.8224,1.8224,2.51,2.83,18.59,22.77,58.36,,,,,82.2218,0.15%
004221,长信量化先锋混合C,2020-12-31,1.7780,2.0780,2.01,2.83,4.71,2.42,9.96,40.44,74.48,24.77,40.44,4.6756,0.00%
320003,诺安先锋混合,2020-12-31,2.0834,3.9669,1.91,2.82,2.42,0.93,9.83,46.58,84.45,47.94,46.58,684.1976,0.15%
000772,景顺长城中国回报灵活配置混合,2020-12-31,1.97,1.97,1.65,2.82,-3.19,9.51,19.54,43.59,99.39,45.17,43.59,97,0.15%
003170,长盛盛辉混合C,2020-12-31,1.6444,1.6444,1.08,2.82,8.97,12.22,24.59,41.55,75.18,50.64,41.55,64.44,0.00%
165531,信诚多策略灵活配置混合,2020-12-31,1.1277,1.2334,1.28,2.82,4.15,10.36,15.96,20.17,39.26,22.78,20.17,24.0710,0.15%
003822,中信建投轮换混合A,2020-12-31,2.0428,2.0428,2.24,2.82,2.24,9.02,26.13,57.53,,,57.53,104.28,0.15%
006822,凯石湛混合A,2020-12-31,1.0685,1.4385,0.85,2.82,1.23,9.96,26.15,19.81,,,19.81,44.0309,0.15%
008284,易方达全球医药行业(QDII)人民币,2020-12-30,1.3959,1.3959,2.26,2.82,16.33,10.37,7.68,,,,,39.59,0.15%
164705,汇添富恒生指数A,2020-12-31,1.0858,1.2308,0.17,2.81,1.86,6.45,0.26,-10.24,0.27,-8.13,-10.24,24.1422,0.12%
420005,天弘周期策略混合,2020-12-31,2.3040,2.6750,1.90,2.81,0.17,17.13,42.22,47.22,108.32,51.88,47.22,213.2826,0.15%
004837,中融鑫价值混合C,2020-12-31,1.0530,1.0530,1.10,2.81,-3.41,4.10,9.30,2.68,23.36,,2.68,5.2895,0.00%
005120,上投摩根量化多因子混合,2020-12-31,1.3530,1.3530,1.53,2.81,0.18,-0.41,8.56,21.80,81.88,,21.80,35.2865,0.15%
003823,中信建投轮换混合C,2020-12-31,2.0271,2.0271,2.23,2.81,2.20,8.91,25.88,56.90,,,56.90,102.71,0.00%
001515,平安新鑫先锋C,2020-12-31,1.9790,1.9790,1.80,2.81,10.56,19.50,26.62,67.57,145.23,60.76,67.57,11.6187,0.00%
001050,汇添富成长多因子量化策略股票,2020-12-31,1.6880,1.6880,1.50,2.80,2.61,2.43,14.21,40.20,92.26,48.98,40.20,68.80,0.15%
161611,融通内需驱动混合,2020-12-31,1.9470,2.0670,1.78,2.80,1.14,18.14,26.84,48.97,140.07,102.39,48.97,117.0999,0.15%
005616,东方量化成长灵活配置混合,2020-12-31,1.4074,1.4074,1.80,2.80,0.69,-0.20,6.57,25.94,68.87,,25.94,40.74,0.15%
008713,国泰中证全指家用电器ETF联接A,2020-12-31,1.4093,1.4093,1.86,2.80,3.48,15.79,26.22,,,,,40.93,0.10%
008714,国泰中证全指家用电器ETF联接C,2020-12-31,1.4063,1.4063,1.86,2.80,3.45,15.71,26.04,,,,,40.63,0.00%
010789,汇添富恒生指数C,2020-12-31,1.0857,1.0857,0.16,2.80,,,,,,,,0.9015,0.00%
530010,建信上证社会责任ETF联接,2020-12-31,2.5814,2.5814,1.51,2.79,0.21,10.07,27.33,23.57,66.77,39.62,23.57,158.14,0.15%
519087,新华优选分红混合,2020-12-31,1.2134,4.5808,1.51,2.79,7.18,5.58,21.09,63.58,152.72,96.18,63.58,1060.0442,0.12%
519700,交银主题优选混合,2020-12-31,1.9560,3.14,1.88,2.79,2.93,6.79,24.19,40.30,130.04,98.11,40.30,335.4438,0.15%
161118,易方达中小板指数(LOF),2020-12-31,1.5341,1.5341,1.73,2.79,5.44,10.27,21.06,45.37,99.72,29.45,45.37,99.3088,0.12%
000339,长城医疗保健混合,2020-12-31,3.9491,3.9491,1.29,2.78,14.30,9.06,10.95,73.98,197.75,154.12,73.98,294.91,0.15%
000478,建信中证500指数增强A,2020-12-31,2.6220,2.6220,1.56,2.78,0.79,1.46,11.80,27.23,62.38,11.41,27.23,162.20,0.15%
000739,平安新鑫先锋A,2020-12-31,2.0330,2.0330,1.80,2.78,10.61,19.59,26.90,68.16,147.02,62.51,68.16,103.30,0.12%
200001,长城久恒灵活配置混合,2020-12-31,2.2115,3.6535,2.24,2.78,11.33,10.11,11.26,42.98,118.96,58.08,42.98,569.1744,0.12%
001914,中信建投聚利混合A,2020-12-31,1.1407,1.1847,1.58,2.78,7.15,8.55,7.41,22.10,35.98,12.28,22.10,19.0394,0.12%
003165,鹏华弘嘉混合A类,2020-12-31,1.9867,1.9867,2.05,2.78,3.47,7.65,23.42,50.56,114.13,91.86,50.56,98.67,0.08%
001348,大摩新机遇混合,2020-12-31,1.22,1.22,1.16,2.78,-3.56,5.90,17.20,19.37,40.07,5.08,19.37,22,0.12%
005014,泰康景泰回报混合A,2020-12-31,1.4683,1.4683,1.07,2.78,5.31,10.34,20.10,29.09,49.05,46.60,29.09,46.83,0.12%
009274,融通健康产业灵活配置混合C,2020-12-31,2.70,2.70,2.31,2.78,1.05,-6.86,-2.21,,,,,33.1361,0.00%
164818,工银中证传媒指数(LOF)A,2020-12-31,0.9758,0.2946,1.40,2.78,-4.52,-9.36,-8.63,1.27,29.30,-14.57,1.27,-71.6784,1.00%
000121,华夏永福混合A,2020-12-31,2.3740,2.3740,1.02,2.77,4.58,9.75,19.12,28.81,57.11,48.93,28.81,137.40,0.08%
040015,华安动态灵活配置混合,2020-12-31,3.0390,3.6520,2.12,2.77,10.15,18.20,20.98,53.02,157.98,90.53,53.02,368.1334,0.15%
000727,融通健康产业灵活配置混合A/B,2020-12-31,2.7080,2.7080,2.30,2.77,1.08,-6.75,-1.96,66.75,211.62,160.64,66.75,170.80,0.15%
000940,富国中小盘精选混合,2020-12-31,2.9280,2.9280,2.02,2.77,3.24,12.49,29.90,83.69,214.84,107.51,83.69,192.80,0.15%
003166,鹏华弘嘉混合C类,2020-12-31,1.9686,1.9686,2.05,2.77,3.45,7.59,23.30,50.25,113.28,90.70,50.25,96.86,0.08%
003293,易方达科瑞混合,2020-12-31,1.8839,5.3909,1.21,2.77,3.53,9.03,28.46,55.36,128.99,88.43,55.36,118.5245,0.15%
005015,泰康景泰回报混合C,2020-12-31,1.4605,1.4605,1.07,2.77,5.28,10.26,19.92,28.70,48.61,45.82,28.70,46.05,0.00%
005633,建信中证500指数增强C,2020-12-31,2.5842,2.5842,1.56,2.77,0.75,1.33,11.51,26.58,60.71,,26.58,8.9644,0.00%
006845,中信建投聚利混合C,2020-12-31,1.2710,1.2710,1.57,2.77,7.10,8.42,7.19,21.62,,,21.62,27.10,0.00%
001014,中融融安混合,2020-12-31,1.1031,1.1031,1.93,2.77,0.39,0.67,9.56,13.57,29.49,6.43,13.57,10.31,0.15%
008112,中泰中证500指数增强A,2020-12-31,1.3420,1.3420,1.49,2.77,2.15,5.12,15.66,31.07,,,31.07,34.20,0.10%
008113,中泰中证500指数增强C,2020-12-31,1.3364,1.3364,1.50,2.77,2.12,5.02,15.44,30.55,,,30.55,33.64,0.00%
008441,九泰科新优享混合A,2020-12-31,1.0972,1.0972,1.29,2.77,3.42,9.22,,,,,,9.72,0.15%
001040,新华策略精选股票,2020-12-31,2.2690,2.2690,1.61,2.76,7.54,4.56,22.25,70.09,172.39,107.78,70.09,126.90,0.15%
005269,华泰柏瑞港股通量化混合,2020-12-31,0.9322,0.9322,0.50,2.76,2.16,7.77,5.66,0.65,8.43,-6.87,0.65,-6.78,0.15%
006280,中金瑞祥C,2020-12-31,1.3024,1.3024,1.87,2.76,2.88,8.67,18.37,24.60,30.62,,24.60,30.24,0.00%
006279,中金瑞祥A,2020-12-31,4.9693,4.9693,1.86,2.76,2.89,8.73,18.47,24.75,360.08,,24.75,396.93,0.15%
003510,长盛可转债债券A,2020-12-31,1.3420,1.4582,1.87,2.76,2.87,4.28,12.65,20.18,59.64,45.07,20.18,47.7436,0.08%
009591,博时研究精选持有期混合A,2020-12-31,1.0750,1.0750,0.76,2.76,1.36,10.32,7.52,,,,,7.50,0.15%
008442,九泰科新优享混合C,2020-12-31,1.1019,1.1019,1.29,2.76,3.41,9.10,,,,,,10.19,0.00%
003511,长盛可转债债券C,2020-12-31,1.3439,1.4740,1.86,2.75,2.84,4.20,12.47,19.83,59.63,46.70,19.83,49.6181,0.00%
001967,华宝转型升级混合,2020-12-31,1.3810,1.3810,1.10,2.75,5.34,15.86,34.21,39.35,70.70,22.65,39.35,38.10,0.15%
167702,德邦量化优选股票(LOF)A,2020-12-31,1.6304,1.8404,1.62,2.75,0.97,5.40,18.76,35.46,96.58,58.35,35.46,86.0480,0.12%
004250,银河量化优选混合,2020-12-31,1.6415,1.6415,1.43,2.75,1.98,3.62,19.30,38.43,96.12,58.84,38.43,64.15,0.15%
005771,银华可转债债券,2020-12-31,1.4889,1.4889,1.60,2.75,3.71,9.84,21.34,22.21,48.64,,22.21,48.8751,0.08%
006992,嘉合锦创优势精选混合,2020-12-31,1.6675,1.6675,1.28,2.75,7.60,12.30,21.98,47.61,,,47.61,66.75,0.15%
006246,华夏中小板ETF联接A,2020-12-31,1.6937,1.6937,1.75,2.75,5.22,9.47,18.32,41.93,94.10,,41.93,69.37,0.12%
009592,博时研究精选持有期混合C,2020-12-31,1.0706,1.0706,0.76,2.75,1.30,10.11,7.09,,,,,7.06,0.00%
340008,兴全有机增长混合,2020-12-31,4.0384,4.8584,1.67,2.74,3.77,14.19,29.27,53.92,121.68,54.79,53.92,485.2218,0.15%
350001,天治财富增长混合,2020-12-31,1.5595,3.4048,1.23,2.74,2.01,10.10,15.83,7.87,53,29.90,7.87,531.4930,0.12%
002179,华安事件驱动量化策略混合,2020-12-31,1.4980,1.4980,1.42,2.74,13.74,16.12,27.27,59.19,118.69,50.55,59.19,49.80,0.15%
167703,德邦量化优选股票(LOF)C,2020-12-31,1.5987,1.8087,1.61,2.74,0.94,5.33,18.60,35.10,95.47,56.65,35.10,82.8604,0.00%
006247,华夏中小板ETF联接C,2020-12-31,1.6785,1.6785,1.74,2.74,5.19,9.36,18.08,41.36,92.51,,41.36,67.85,0.00%
009511,信达澳银研究优选混合,2020-12-31,1.0389,1.0389,1.41,2.74,4.50,8.21,3.92,,,,,3.89,0.15%
008546,南方产业优势两年混合A,2020-12-31,1.0490,1.0490,1.35,2.74,4.76,5.37,,,,,,4.90,0.15%
002166,华夏永福混合C,2020-12-31,2.3610,2.3610,1.03,2.74,4.56,9.66,18.94,28.45,64.30,64.30,28.45,64.6444,0.00%
000978,景顺长城量化精选股票,2020-12-31,1.6190,1.6720,1.25,2.73,1.89,3.12,17.15,28.59,60.62,12.58,28.59,68.7560,0.15%
001244,华泰柏瑞量化智慧混合A,2020-12-31,1.2892,1.4795,1.78,2.73,0.98,1.10,10.93,29.02,70.13,24.15,29.02,50.08,0.15%
005447,银华智荟分红收益混合,2020-12-31,1.2434,1.2434,1.32,2.73,1.93,8.35,13.76,30.50,64.08,,30.50,24.34,0.15%
005102,工银沪深300ETF联接A,2020-12-31,1.2892,1.2892,0.58,2.73,3.48,11.14,22.93,23.03,,,23.03,28.92,0.10%
005103,工银沪深300ETF联接C,2020-12-31,1.2836,1.2836,0.57,2.73,3.46,11.08,22.79,22.73,,,22.73,28.36,0.00%
008638,广发科技创新混合,2020-12-31,1.3564,1.3564,1.22,2.73,5.52,6.29,10.41,35.65,,,35.65,35.64,0.15%
009781,南方产业优势两年混合C,2020-12-31,1.0466,1.0466,1.35,2.73,4.70,5.22,,,,,,4.66,0.00%
270026,广发中小板300联接A,2020-12-31,1.4728,1.4728,1.75,2.72,3.75,6.86,15.22,36.19,81.74,18.90,36.19,47.28,0.12%
006104,华泰柏瑞量化智慧混合C,2020-12-31,1.3546,1.5042,1.78,2.72,0.95,1.04,10.80,28.70,70.22,,28.70,43.5332,0.00%
006166,建信中证1000指数增强C,2020-12-31,1.6657,1.7667,1.78,2.72,1.25,-1.38,4.48,33.78,77.28,,33.78,77.4046,0.00%
006165,建信中证1000指数增强A,2020-12-31,1.6802,1.7812,1.78,2.72,1.27,-1.28,4.68,34.31,78.30,,34.31,78.8750,0.15%
001907,国投瑞银境煊灵活配置混合A,2020-12-31,2.5341,2.5341,1.54,2.72,5.46,7.62,21.50,58.25,128.98,135.10,58.25,153.41,0.15%
340001,兴全可转债混合,2020-12-31,1.1887,4.0947,1.31,2.72,0.57,5.51,16.57,19.45,49.01,40.47,19.45,977.8452,0.10%
160603,鹏华普天收益混合,2020-12-31,2.6880,5.2390,1.43,2.71,12.33,12.52,22.13,79.92,168.49,112.29,79.92,1470.3302,0.14%
519975,长信量化中小盘股票,2020-12-31,1.25,1.65,2.04,2.71,1.30,-1.34,9.27,47.06,97.16,35.43,47.06,71.5983,0.15%
000047,华夏双债债券A,2020-12-31,1.5530,1.8550,1.50,2.71,2.08,6.18,14.02,23.76,37.36,40.42,23.76,96.4843,0.08%
000991,工银战略转型股票,2020-12-31,3.0740,3.0740,2.09,2.71,1.45,13.68,49.51,107,218.88,146.51,107,207.40,0.15%
007876,国融融兴混合C,2020-12-31,1.3363,1.3363,1.38,2.71,6.97,9.71,21.91,35.44,,,35.44,33.63,0.00%
007875,国融融兴混合A,2020-12-31,1.3394,1.3394,1.38,2.71,6.99,9.77,22.03,35.72,,,35.72,33.94,0.12%
571002,诺德灵活配置混合,2020-12-31,1.6283,2.8983,1.72,2.70,4.10,5.68,9.92,39.67,87.66,41.35,39.67,243.0047,0.15%
260103,景顺长城动力平衡混合,2020-12-31,1.9337,4.2437,0.91,2.70,5.37,6.36,21.82,41.13,111.02,64.82,41.13,812.0148,0.15%
519157,新华行业灵活配置混合C,2020-12-31,2.2480,2.2480,1.49,2.70,7.61,7.30,25.59,52.93,88.43,59.55,52.93,124.80,0.10%
470058,汇添富可转换债券A,2020-12-31,1.7850,2.0670,1.31,2.70,3.24,4.02,12.55,20.77,61.06,45.06,20.77,121.6830,0.08%
161810,银华内需精选混合(LOF),2020-12-31,3.3040,3.1410,1.41,2.70,4.06,6,6.51,50.46,201.46,101.22,50.46,230.40,0.15%
001908,国投瑞银境煊灵活配置混合C,2020-12-31,2.4404,2.4404,1.54,2.70,5.41,7.45,21.13,57.30,125.11,129.75,57.30,144.04,0.00%
167001,平安鼎泰混合(LOF),2020-12-31,1.3449,1.3449,1.89,2.70,16.79,25.43,28.83,60.45,127.79,68.41,60.45,34.49,0.15%
005175,国寿安保消费新蓝海混合,2020-12-31,1.8314,1.8314,1.18,2.70,7.06,10.73,25.12,58.73,146.62,,58.73,83.14,0.15%
005777,广发科技动力股票,2020-12-31,2.1493,2.1493,1.06,2.70,6.40,8.89,12.27,55.70,161,,55.70,114.93,0.15%
006615,工银战略新兴产业混合A,2020-12-31,2.6644,2.6644,1.49,2.70,9.75,21.76,50.10,120.78,,,120.78,166.44,0.15%
006048,长城中证500指数增强A,2020-12-31,1.4020,1.4020,1.04,2.70,3.29,1.56,13.82,30.30,76.69,,30.30,40.20,0.12%
000048,华夏双债债券C,2020-12-31,1.5290,1.8210,1.46,2.69,2.08,6.12,13.86,23.39,36.48,39.20,23.39,92.3603,0.00%
002076,浙商中证500指数增强A,2020-12-31,1.4279,1.4279,1.61,2.69,3.28,5.19,21.96,42.98,91.36,31.83,42.98,42.79,0.15%
002844,金鹰多元策略混合,2020-12-31,1.9332,1.9332,1.43,2.69,13.04,26.30,26.55,49.29,121.72,84.82,49.29,93.32,0.15%
002465,东兴众智优选混合,2020-12-31,1.0690,1.0690,1.23,2.69,2.49,4.29,11.24,23.58,28.33,-0.09,23.58,6.90,0.15%
002305,光大风格轮动混合A,2020-12-31,1.1840,1.1840,1.54,2.69,2.96,5.15,21.69,43.34,99.66,43.69,43.34,18.40,0.15%
003594,长盛盛崇灵活配置混合A,2020-12-31,1.4432,1.6033,1,2.69,6.92,9.98,26.65,38.40,42.56,54.46,38.40,67.0673,0.08%
003595,长盛盛崇灵活配置混合C,2020-12-31,1.4346,1.5740,1.01,2.69,6.91,9.96,26.59,38.27,41.78,49.58,38.27,63.1766,0.00%
161124,易方达香港小型股指数A,2020-12-31,1.2582,1.2582,1.04,2.69,5.22,9.84,8.38,10.55,24.98,14.68,10.55,25.82,0.12%
160644,鹏华港美互联股票人民币,2020-12-30,1.3834,1.3874,3.20,2.69,6.13,9.14,17.21,47.48,87.92,43.11,47.67,38.7630,0.15%
006602,国融融泰灵活配置混合C,2020-12-31,1.1076,1.1676,1.37,2.69,5.31,9.17,10.89,4.87,,,4.87,17.3659,0.00%
006616,工银战略新兴产业混合C,2020-12-31,2.6401,2.6401,1.48,2.69,9.72,21.64,49.80,119.90,,,119.90,164.01,0.00%
006601,国融融泰灵活配置混合A,2020-12-31,1.1076,1.1676,1.37,2.69,5.31,9.17,10.89,4.87,,,4.87,17.3594,0.12%
519156,新华行业灵活配置混合A,2020-12-31,2.5570,3.5010,1.51,2.69,7.62,7.35,25.71,53.30,89.27,60.62,53.30,385.5865,0.15%
007386,浙商中证500指数增强C,2020-12-31,1.4213,1.4213,1.61,2.69,3.25,5.09,21.76,42.49,,,42.49,45.0898,0.00%
007413,长城中证500指数增强C,2020-12-31,1.3870,1.3870,1.03,2.69,3.26,1.48,13.64,29.88,,,29.88,48.7878,0.00%
000972,新华万银策略灵活配置混合,2020-12-31,1.5340,1.5340,2.13,2.68,-5.07,4.42,7.88,24.11,66.20,42.57,24.11,53.40,0.15%
481008,工银大盘蓝筹混合,2020-12-31,1.8790,2.6480,1.24,2.68,1.84,15.21,37.66,57.85,103.09,75.40,57.85,252.7558,0.15%
005587,安信比较优势混合,2020-12-31,1.5010,1.5010,1.76,2.68,-2.82,7.47,28.81,31.13,84.44,,31.13,50.10,0.15%
006263,易方达香港小型股指数C,2020-12-31,1.2533,1.2533,1.05,2.68,5.20,9.77,8.26,10.52,24.61,,10.52,10.4813,0.00%
007943,富安达中证500指数增强,2020-12-31,1.2150,1.2150,1.34,2.68,1.54,2.84,10.50,20.69,,,20.69,21.50,0.12%
009623,长城创新驱动混合,2020-12-31,1.0762,1.0762,1.39,2.68,8.42,8.37,7.56,,,,,7.62,0.15%
110012,易方达科汇灵活配置混合,2020-12-31,2.4990,7.1230,1.13,2.67,3.92,9.52,30.71,60.81,118.36,76.51,60.81,378.6686,0.15%
160616,鹏华中证500指数(LOF)A,2020-12-31,1.6140,1.6140,1.51,2.67,1.13,5.01,16.79,35.86,76.20,20.45,35.86,61.40,0.12%
000612,华宝生态中国混合,2020-12-31,3.39,3.59,2.05,2.67,-0.09,11.33,27.40,52.22,132.99,67.08,52.22,263.9448,0.15%
000976,长城新兴产业混合,2020-12-31,2.3101,2.3101,1.94,2.67,5.77,0.14,9.40,65.76,124.35,85.85,65.76,131.01,0.15%
002137,诺安利鑫灵活配置混合,2020-12-31,1.5252,1.5252,2.57,2.67,5.38,6.40,4.75,24.20,49.60,49.82,24.20,52.52,0.15%
002317,招商睿逸混合,2020-12-31,1.4220,1.4220,1.07,2.67,-0.21,5.10,16.65,31.18,51.76,40.51,31.18,42.20,0.15%
002730,华富华鑫灵活配置混合A,2020-12-31,1.4990,1.5190,1.56,2.67,1.83,6.99,18.87,37.52,95.44,44.13,37.52,52.8801,0.15%
008477,安信价值驱动三年持有混合,2020-12-31,1.3595,1.4095,1.63,2.67,-3.73,6.88,29.92,,,,,41.6212,0.15%
009614,上银中证500指数增强型C,2020-12-31,0.9283,0.9283,1.43,2.67,-0.09,-0.33,,,,,,-7.17,0.00%
009613,上银中证500指数增强型A,2020-12-31,0.9297,0.9297,1.44,2.67,-0.06,-0.26,,,,,,-7.03,0.12%
009805,国泰医药健康股票,2020-12-31,0.9435,0.9435,1.89,2.67,-1.22,-1.81,,,,,,-5.65,0.15%
000916,前海开源股息率100强股票,2020-12-31,1.5430,1.8440,1.38,2.66,-0.32,9.12,28.05,27.21,62.42,33.90,27.21,99.2792,0.15%
